ID,dim,fcn_name,fcn_index,instance_id,init_sigma,init_loc0,init_loc1,init_loc2,init_loc3,init_loc4,init_loc5,init_loc6,init_loc7,init_loc8,init_loc9
0,10,BentCigar,12,0,3.6669412749186945,0.11821624700256717,4.504636963259353,-3.5584038728036624,4.486494471372438,-1.8816854798951455,-0.766735510274243,3.2770259382044173,-0.908008636308387,0.49593687673059517,-4.724408867569316
1,10,Discus,11,0,6.997467663674462,2.5351310867480663,0.3814331321927824,-1.7026828350090781,2.8842870342840428,-1.96805170708355,-0.46502110519348516,-3.6595830275283525,-0.9688701355287073,-2.965447593238504,-2.3768665955815047
2,10,Ellipsoid,2,0,4.056989686689697,2.5036467263005253,-2.1959124201396008,-0.1480902556836492,4.8073719980123855,4.616571936637868,2.2478994077353365,0.41226855547434216,-2.231087959546292,-3.3934799122487314,4.699254132161325
3,10,Katsuura,23,0,6.130275267619472,0.16068585547878733,-3.8413438752922966,1.234897555375004,2.76683114342298,1.1300330105304042,4.172977047909027,-4.604071233357971,0.28589263260021625,-0.40664117114596277,-4.3765042085012436
4,10,Rastrigin,15,0,3.522765473982391,1.4132816913937498,3.5263283848065683,0.9294101810428401,-2.3990255226277677,3.398815210314087,0.09495881521509375,0.10888884466533,2.530302077021779,-3.5207796421504343,3.1962671911927707
5,10,Rosenbrock,8,0,4.366237435187185,1.8328690600325714,2.8709694155480108,-3.0838374097986474,3.023641611345301,-3.086760739427997,-4.184473826364873,3.5522697428707026,3.6128349617766844,3.7653709641658057,-0.2809028064120973
6,10,Schaffers,17,0,6.666439187737979,-2.2595161138628175,-4.929081713968337,1.4572089557494783,2.1990938350869307,3.3556921650027416,-2.1812217263545786,-2.847818328370264,1.3933138006658785,3.0505483314500967,4.636708728449708
7,10,Schwefel,20,0,0.13046451798436332,-3.494751695788225,-0.17787611800663505,3.9471586219617354,-0.7728309305456271,0.895020620840481,-4.755093225066368,1.7345988715293892,4.190886196338225,3.2682532955672112,3.8552026670994675
8,10,Sphere,1,0,5.862207517439427,1.6035538052052338,-2.544477327568224,2.685169988962544,-2.883252573924895,3.312748346644611,-4.372820774292317,3.2548781339355575,-3.354927335258987,-1.2485300350335815,-1.8326183344303573
9,10,Weierstrass,16,0,3.730240050975129,1.913370352777413,-3.2142812182562808,-1.0374383778301355,-4.94175404892019,-2.3750528724989852,-0.7881118577104473,-3.9407876329267557,1.3315994603655774,-1.1957573011346767,2.2529393807623883
10,10,BentCigar,12,0,8.977234411790109,1.538660110683944,-0.6877325122259386,3.673205056421992,1.32135117500167,3.1027435210629903,-1.5820527605988701,0.4366928966845567,-3.037031148852466,4.961411901186279,-2.5678453569367288
11,10,Discus,11,0,4.074595675279321,-2.4313253277289726,-4.26809927609034,-2.4219688100326344,2.6312853254405324,1.9789357068308133,-3.7132678768283056,-1.2376149857190577,-0.7907860538253706,1.6498424636196072,-0.4407103695625114
12,10,Ellipsoid,2,0,9.916350766624667,0.865183268255314,3.396846036089423,2.2647361031237043,-1.3499273649144108,-0.5160369065551578,-1.3230043030999337,-3.9026533599330326,-2.967584559126034,-2.161935110558689,-1.8586610439769782
13,10,Katsuura,23,0,3.353556570238231,-1.8695214118006231,0.7669971625295204,4.716899756197547,2.7466413492373203,2.911339481728053,2.5926850053957997,0.9698773052375644,4.176922571709127,1.89630155447081,0.0035643073687099402
14,10,Rastrigin,15,0,8.683139754579525,-4.229161914994613,-0.11550772914476148,-2.8716900465966564,-3.6730370245321273,0.06064922529373007,2.8508529259695905,-2.0499355719448054,2.6877175990916644,0.2562952316225413,-3.5095197662928745
15,10,Rosenbrock,8,0,4.671720824316727,4.649677439797358,-0.9836377611148253,-2.0476574433730423,3.4699837063372954,-3.7553966748452017,2.3359046107370336,-3.121752574345317,-1.0750822398741757,-2.6810012153786156,3.412279926923869
16,10,Schaffers,17,0,6.931452738777405,-1.0992544806013829,4.746928128822892,1.2526148441510676,1.936228347029152,0.2152512213241753,-1.9103180092440883,-1.0444357894757128,4.409341876619017,-2.9879679927533553,4.882189012202122
17,10,Schwefel,20,0,2.2365594663200583,2.5830586200381846,-1.4021307350738974,1.415135895056033,-1.1901846070691247,-1.1850706736007997,0.03802950194529586,-4.832771783646229,-0.0642844005660379,4.715984134468879,-2.1453477121442157
18,10,Sphere,1,0,5.253727261770819,2.4821795907661217,-0.57211109929505,-2.907189573822145,4.050025708181295,-4.83172715319787,-1.964910734004893,4.990258823239376,-2.378532038100105,3.49044521859272,1.0568314865570425
19,10,Weierstrass,16,0,5.476558055475527,3.060357075271236,1.3031775544347823,-1.3730314294215162,2.607887845834825,-4.735154510960276,-0.5318704826554814,-1.2814543012989397,-0.2292599436265057,-3.723793135039304,-2.7749313405372753
20,10,BentCigar,12,0,4.552042328248179,0.620515900997094,-1.1223088434404604,2.9165620559034053,1.051365892775145,3.6126668478699404,2.323608373256045,1.0182344775856498,-2.123843978040043,2.827604679261685,-2.487324218289182
21,10,Discus,11,0,9.313010427340343,-4.247888881855956,4.628645784432278,0.40011205096469205,2.738942975498113,0.29222807630360137,1.1157973037182147,-4.661077494834938,-3.1320632064619147,1.7468939543477742,0.7056459795249825
22,10,Ellipsoid,2,0,4.081627872055799,-3.414449660132873,4.520292687261847,-3.456463674525957,0.10303249738685327,-3.559971249807423,2.1737172610623468,-2.236869859048473,-3.6586602487821676,-4.540128193294843,-3.2516446210237637
23,10,Katsuura,23,0,6.543613454709717,-3.082012832764336,0.36972079571792626,-0.4896111382860884,4.572943672535374,4.541513368666424,2.9654611046843034,1.715876339807033,3.4502309156834645,4.387518284798846,-4.773822711129973
24,10,Rastrigin,15,0,6.6062387148345545,-3.818947728491413,-1.397361153163569,-4.0641314695740025,0.9952447305327716,-2.3963577765189137,-2.356602708676745,-2.1167201135213443,-4.0228434241560995,2.409444532381589,1.5067242959965013
25,10,Rosenbrock,8,0,9.203087539207742,1.065080906412624,-4.659544177222246,-0.7053585536112248,1.8520358989984267,-3.4365335009641362,-1.143421553424492,-4.801658545300631,-4.18142002922758,-2.835464200009461,-0.8534983885875134
26,10,Schaffers,17,0,2.378211464391977,-0.3675996371262009,3.845215316181129,-1.8334155782598671,-4.785361237228086,3.262233467711651,-4.381530646264272,-4.070080073377716,4.631817167397349,2.533654181283584,-1.6214579722074496
27,10,Schwefel,20,0,3.6860658495165275,-3.678211583808043,-1.1326942682813845,-1.6080510721982644,3.744412014424732,-0.8124698268595996,-4.179549939843779,4.268052023585863,1.2231336371526016,-3.8329014321899777,-3.868258399535777
28,10,Sphere,1,0,4.961036721378845,-0.34066758835735733,-4.079110343108838,1.3175219220275842,1.1638379109491028,-4.679186513818463,3.0742278104129444,2.867947609394985,4.153082686153084,1.7030664673847706,1.9286223233522328
29,10,Weierstrass,16,0,2.9362064186718073,-3.3625834554683207,-4.761111860211883,-4.3443684758158,4.644613401603573,1.4572136555963358,4.469066664934074,-1.5061564112790435,2.5522157666141396,-4.346010346383332,-3.3379483440702886
30,10,BentCigar,12,0,5.96910331851354,-2.2286666512801,0.5031825170074171,0.5740888009091005,-0.010135476929851173,-0.7553641536792242,0.7570516033909858,4.666623953878382,-0.4192043951388076,3.3747142179840477,-4.441280349681288
31,10,Discus,11,0,9.083960150528085,-1.144127427699424,0.604964436423991,1.2032055565493716,-2.499816600679887,-1.0070898651340476,4.4700616873569015,1.4885075401194907,0.8496624841229465,-4.3470128948015905,-4.4782374235685225
